rank,lemma,pos,freq
3463,dolcetto,n,1002
3464,acconsentire,v,1002
3465,consultare,v,1002
3466,curriculum,n,1001
3467,categoria,n,1001
3468,lesione,n,1001
3469,preliminare,adj,1001
3470,unito,adj,1000
3471,pargolo,n,1000
3472,fastidioso,adj,1000
3473,suite,n,999
3474,funebre,adj,999
3475,diagnosi,n,998
3476,protagonista,n,998
3477,asso,n,997
3478,sconto,n,997
3479,fallito,adj,997
3480,scrittura,n,996
3481,pomodoro,n,996
3482,clown,n,994
3483,curva,n,993
3484,dramma,n,993
3485,liquore,n,993
3486,cattolico,adj,993
3487,gelare,v,993
3488,friggere,v,993
3489,saggezza,n,991
3490,elettricità,n,991
3491,operaio,n,991
3492,rospo,n,990
3493,brillare,v,990
3494,perfezione,n,988
3495,annusare,v,988
3496,sfogare,v,987
3497,competizione,n,986
3498,arrampicare,v,986
3499,salita,n,985
3500,drammatico,adj,985
3501,salotto,n,984
3502,tasso,n,984
3503,terremoto,n,984
3504,contribuire,v,984
3505,comunista,adj,983
3506,provvedere,v,983
3507,mirare,v,983
3508,spreco,n,982
3509,ereditare,v,982
3510,granchè,adv,981
3511,night,n,981
3512,maresciallo,n,981
3513,ubriacone,n,981
3514,anatra,n,981
3515,pugnale,n,980
3516,ricchezza,n,980
3517,pulsante,n,979
3518,toro,n,979
3519,erede,n,979
3520,farfalla,n,979
3521,perla,n,978
3522,giustiziare,v,978
3523,portiere,n,977
3524,senzatetto,n,977
3525,dimentico,adj,977
3526,arancia,n,977
3527,marcio,adj,977
3528,postale,adj,976
3529,schiaffo,n,976
3530,strisciare,v,976
3531,seminare,v,976
3532,grano,n,975
3533,cervo,n,975
3534,novembre,n,974
3535,intatto,adj,974
3536,inchiodare,v,974
3537,cinquanta,adj,973
3538,delinquente,n,973
3539,molo,n,972
3540,indipendente,adj,972
3541,affidabile,adj,972
3542,decollare,v,972
3543,iniettare,v,972
3544,disperato,adj,972
3545,cariare,v,972
3546,atleta,n,971
3547,sanitario,adj,971
3548,onestà,n,970
3549,consenso,n,970
3550,venditore,n,970
3551,coordinata,n,969
3552,ansioso,adj,969
3553,artistico,adj,969
3554,aspettativa,n,968
3555,elettronico,adj,968
3556,leggermente,adv,967
3557,improbabile,adj,967
3558,dimissione,n,966
3559,decesso,n,966
3560,riconoscimento,n,966
3561,verdura,n,966
3562,cartone,n,965
3563,generatore,n,964
3564,campanello,n,963
3565,creazione,n,963
3566,rossetto,n,962
3567,riservato,adj,962
3568,fogna,n,961
3569,buonissimo,adj,960
3570,complesso,n,959
3571,concorso,n,959
3572,ego,n,959
3573,spogliarellista,n,959
3574,demonio,n,957
3575,graffio,n,957
3576,discreto,adj,957
3577,marijuana,n,956
3578,antenato,n,956
3579,onorevole,adj,955
3580,paranoico,adj,955
3581,ara,n,954
3582,soffiata,n,954
3583,spirituale,adj,954
3584,complicato,adj,954
3585,marcire,v,954
3586,alterare,v,953
3587,leva,n,952
3588,lutto,n,952
3589,reggiseno,n,952
3590,audizione,n,952
3591,psicologo,n,952
3592,mischiare,v,952
3593,salvo,n,951
3594,fazzoletto,n,951
3595,fondare,v,951
3596,round,n,950
3597,gentilezza,n,950
3598,contenitore,n,950
3599,marzo,n,948
3600,corruzione,n,948
3601,salvezza,n,947
3602,lindo,adj,947
3603,globale,adj,946
3604,dipendenza,n,946
3605,infantile,adj,946
3606,allungare,v,945
3607,manuale,n,944
3608,frode,n,944
3609,incominciare,v,944
3610,inchiesta,n,943
3611,braccialetto,n,943
3612,palude,n,943
3613,oca,n,942
3614,beneficio,n,942
3615,sanguigno,adj,942
3616,nido,n,941
3617,specialità,n,941
3618,costante,adj,941
3619,immergere,v,941
3620,supervisore,n,939
3621,dimostrazione,n,939
3622,decina,n,939
3623,rodere,v,939
3624,madison,n,938
3625,scortese,adj,938
3626,casuale,adj,938
3627,proveniente,adj,938
3628,fritto,adj,937
3629,passeggiare,v,936
3630,azzardare,v,936
3631,alleato,n,935
3632,gigantesco,adj,935
3633,occidentale,adj,934
3634,trofeo,n,934
3635,tatto,n,933
3636,destinazione,n,933
3637,ingenuo,adj,933
3638,soffitto,n,932
3639,seccare,v,931
3640,assalto,n,930
3641,compromesso,n,929
3642,barriera,n,929
3643,postazione,n,929
3644,fisicamente,adv,928
3645,vago,adj,928
3646,raddoppiare,v,928
3647,ribelle,n,927
3648,tesi,n,926
3649,specialista,n,926
3650,astronauta,n,926
3651,avverare,v,926
3652,somma,n,925
3653,blue,adj,925
3654,ispirazione,n,925
3655,europeo,adj,925
3656,tattico,adj,924
3657,giubbotto,n,924
3658,limone,n,924
3659,ostile,adj,924
3660,danzare,v,924
3661,infettare,v,924
3662,criticare,v,923
3663,affidamento,n,922
3664,spettacolare,adj,922
3665,schifezza,n,922
3666,agganciare,v,922
3667,diminuire,v,922
3668,mescolare,v,922
3669,convincente,adj,921
3670,suocero,n,919
3671,radere,v,919
3672,marciapiede,n,918
3673,piccante,adj,918
3674,sperma,n,916
3675,massacro,n,916
3676,oliva,n,916
3677,rifornimento,n,916
3678,inginocchiarsi,v,916
3679,fragile,adj,915
3680,immenso,adj,915
3681,ranch,n,914
3682,mattinata,n,914
3683,implicare,v,914
3684,dedurre,v,914
3685,hockey,n,912
3686,volpe,n,912
3687,inganno,n,912
3688,pagliaccio,n,912
3689,inevitabile,adj,911
3690,eccessivo,adj,911
3691,conforto,n,910
3692,maleducato,adj,910
3693,chiodo,n,910
3694,uccellino,n,909
3695,visivo,adj,909
3696,bolla,n,908
3697,storcere,v,908
3698,business,n,907
3699,tempismo,n,907
3700,solitudine,n,907
3701,arteria,n,905
3702,cartolina,n,905
3703,scopata,n,904
3704,pilotare,v,904
3705,falco,n,903
3706,finocchio,n,900
3707,argo,n,899
3708,svelare,v,899
3709,riscaldamento,n,898
3710,alleanza,n,897
3711,furia,n,897
3712,incantevole,adj,896
3713,scortare,v,896
3714,allacciare,v,895
3715,bibita,n,894
3716,giacere,v,894
3717,praticare,v,894
3718,immischiare,v,894
3719,candidare,v,894
3720,interrogatorio,adj,893
3721,recita,n,893
3722,palo,n,893
3723,volgare,adj,893
3724,dirigente,n,893
3725,compare,n,891
3726,accompagnatore,n,891
3727,straniero,n,890
3728,instabile,adj,890
3729,spiacevole,adj,890
3730,invasione,n,889
3731,essenziale,adj,889
3732,manicomio,n,888
3733,infuriare,v,888
3734,cercatore,n,886
3735,ritratto,n,885
3736,filosofia,n,885
3737,soddisfazione,n,885
3738,specializzare,v,884
3739,affezionare,v,884
3740,punteggio,n,882
3741,stalla,n,882
3742,comprensione,n,881
3743,foro,n,880
3744,meravigliare,v,880
3745,agenda,n,879
3746,gemma,n,879
3747,baracca,n,879
3748,cimice,n,878
3749,storto,adv,877
3750,artificiale,adj,877
3751,stimare,v,877
3752,ampio,adj,877
3753,fiera,n,877
3754,standard,n,876
3755,mento,n,876
3756,soprannome,n,876
3757,insignificante,adj,876
3758,incassare,v,876
3759,perseguire,v,876
3760,salone,n,875
3761,delusione,n,875
3762,lettore,n,875
3763,irritare,v,875
3764,marchio,n,874
3765,valvola,n,874
3766,romeo,n,872
3767,sapone,n,872
3768,bevanda,n,872
3769,ricoverare,v,872
3770,zucca,n,871
3771,bolletta,n,871
3772,gonfio,adj,871
3773,bowling,n,870
3774,prua,n,870
3775,semestre,n,869
3776,collaterale,adj,869
3777,modesto,adj,869
3778,samurai,n,867
3779,condoglianza,n,866
3780,entusiasmo,n,866
3781,raffreddore,n,866
3782,barattolo,n,866
3783,guancia,n,865
3784,raffreddare,v,865
3785,nascondiglio,n,864
3786,astuto,adj,864
3787,assorbire,v,864
3788,ancor,adv,863
3789,yen,n,863
3790,calza,n,863
3791,lurido,adj,863
3792,fondere,v,862
3793,riabilitazione,n,861
3794,competere,v,861
3795,accumulare,v,861
3796,flash,n,860
3797,maglione,n,860
3798,ernia,n,860
3799,noce,n,860
3800,pannolino,n,860
3801,ring,n,859
3802,regolamento,n,859
3803,fica,n,858
3804,dicembre,n,858
3805,istruire,v,858
3806,sottovoce,adv,857
3807,schianto,n,857
3808,dotare,v,857
3809,sol,n,856
3810,invidiare,v,856
3811,scarafaggio,n,856
3812,sporgere,v,856
3813,salare,v,856
3814,riscatto,n,855
3815,sospensione,n,855
3816,gin,n,854
3817,cemento,n,854
3818,lusingare,v,854
3819,bucato,n,853
3820,hobby,n,853
3821,indicazione,n,853
3822,gangster,n,852
3823,statale,adj,851
3824,sorso,n,851
3825,indurre,v,851
3826,curvatura,n,850
3827,ometto,n,850
3828,carbone,n,850
3829,gabinetto,n,849
3830,primario,adj,849
3831,cucire,v,849
3832,sganciare,v,849
3833,settimo,adj,848
3834,grotta,n,848
3835,calpestare,v,848
3836,grattare,v,848
3837,omicida,n,847
3838,donazione,n,847
3839,colombo,n,847
3840,vecchietto,n,847
3841,sussurrare,v,847
3842,tiratore,n,846
3843,abbaiare,v,846
3844,polo,n,845
3845,iniziativa,n,845
3846,tradizionale,adj,845
3847,improvvisare,v,845
3848,lotteria,n,844
3849,ossessione,n,844
3850,coscia,n,844
3851,iniziale,adj,843
3852,precisione,n,842
3853,precauzione,n,842
3854,accoltellare,v,842
3855,paralizzare,v,842
3856,insegna,n,841
3857,spaghetto,n,841
3858,preservativo,n,841
3859,look,n,840
3860,barbecue,n,840
3861,telegramma,n,840
3862,affascinare,v,840
3863,presentimento,n,839
3864,paolo,n,838
3865,tessera,n,838
3866,banconota,n,838
3867,piccione,n,838
3868,grandissimo,adj,838
3869,pianoforte,n,837
3870,multiplo,adj,837
3871,opposto,adj,836
3872,dissanguare,v,836
3873,sosta,n,835
3874,brutale,adj,835
3875,ferrovia,n,835
3876,fibra,n,835
3877,liquido,n,834
3878,overdose,n,834
3879,capsula,n,834
3880,acido,adj,833
3881,dossier,n,833
3882,crescita,n,833
3883,testo,n,832
3884,commuovere,v,832
3885,budget,n,831
3886,fedeltà,n,831
3887,bruno,adj,830
3888,riparlare,v,830
3889,allevare,v,830
3890,zittio,n,829
3891,carrello,n,829
3892,spietato,adj,829
3893,sentimentale,adj,828
3894,sudore,n,828
3895,edizione,n,828
3896,coppa,n,828
3897,invenzione,n,828
3898,insulto,n,828
3899,combaciare,v,828
3900,panchina,n,827
3901,contenuto,n,826
3902,scarso,adj,826
3903,importo,n,825
3904,vasto,adj,825
3905,elaborare,v,825
3906,pop,adj,824
3907,calendario,n,824
3908,litigio,n,824
3909,evadere,v,824
3910,ammanettare,v,824
3911,raccolta,n,823
3912,approvazione,n,823
3913,approccio,n,822
3914,tana,n,822
3915,allievo,n,822
3916,limousine,n,821
3917,libretto,n,821
3918,rispettabile,adj,820
3919,parrucca,n,820
3920,dama,n,820
3921,cipolla,n,820
3922,coltivare,v,820
3923,gonfiare,v,820
3924,emergere,v,819
3925,regale,adj,819
3926,offensivo,adj,818
3927,qualificare,v,818
3928,incapace,adj,817
3929,gennaio,n,817
3930,disciplina,n,817
3931,fusione,n,817
3932,farmacia,n,817
3933,adozione,n,817
3934,mannaro,adj,816
3935,spot,n,815
3936,marines,n,815
3937,spettro,n,815
3938,sperimentare,v,814
3939,roulotte,n,813
3940,truffatore,n,813
3941,granchio,n,812
3942,sacerdote,n,812
3943,spontaneo,adj,812
3944,sennò,adv,811
3945,rilascio,n,811
3946,smoking,n,810
3947,industriale,adj,810
3948,gelosia,n,809
3949,esposizione,n,809
3950,cestino,n,809
3951,preavviso,n,808
3952,minuscolo,adj,808
3953,gustare,v,808
3954,cereale,n,807
3955,delta,n,807
3956,vescovo,n,807
3957,gratuito,adj,807
3958,scontato,adj,807
3959,rivolta,n,806
3960,manovra,n,806
3961,traduttore,n,806
3962,anticipare,v,806
3963,incrocio,n,805
3964,scadenza,n,805
3965,nocciolina,n,805
3966,fragola,n,805
3967,strambo,adj,804
3968,razzista,adj,803
3969,immortale,adj,802
3970,corvo,n,802
3971,innocuo,adj,802
3972,custode,n,800
3973,perverso,adj,800
3974,bancario,adj,799
3975,concepire,v,799
3976,ginnastica,n,798
3977,riflesso,n,798
3978,funzionario,n,798
3979,ignoto,adj,797
3980,matita,n,797
3981,vela,n,797
3982,precisamente,adv,796
3983,innocenza,n,796
3984,aggiornamento,n,796
3985,reclutare,v,796
3986,convertire,v,796
3987,crack,n,795
3988,dibattito,n,795
3989,agnello,n,795
3990,meccanismo,n,795
3991,fiocco,n,795
3992,bancone,n,794
3993,borsetta,n,794
3994,disperazione,n,793
3995,svizzero,n,793
3996,tosse,n,793
3997,maniaco,n,792
3998,accennare,v,792
3999,vigliacco,adj,791
4000,sciopero,n,791
4001,insopportabile,adj,791
4002,rimedio,n,791
4003,orientale,adj,791
4004,paragonare,v,791
4005,inteso,adj,790
4006,plotone,n,790
4007,piattaforma,n,789
4008,immondizia,n,788
4009,creatore,n,788
4010,rilevante,adj,788
4011,decifrare,v,788
4012,corretto,adj,787
4013,prosciutto,n,786
4014,annientare,v,786
4015,fiammifero,n,785
4016,smontare,v,785
4017,democrazia,n,784
4018,critica,n,784
4019,nucleo,n,784
4020,governativo,adj,784
4021,bucare,v,784
4022,scarico,n,783
4023,confesso,adj,783
4024,peloso,adj,783
4025,ricevimento,n,782
4026,pittore,n,782
4027,recluta,n,782
4028,necessariamente,adv,780
4029,terrificare,v,780
4030,consolare,v,780
4031,terrestre,adj,779
4032,lucido,adj,779
4033,strato,n,779
4034,manifestare,v,779
4035,espandere,v,779
4036,lori,n,778
4037,mutandine,n,778
4038,banale,adj,778
4039,esercitazione,n,778
4040,noleggiare,v,778
4041,evoluzione,n,777
4042,incaricare,v,777
4043,gratitudine,n,776
4044,lattina,n,776
4045,pigro,adj,776
4046,rapinatore,n,776
4047,retto,adj,776
4048,sottrarre,v,775
4049,poltrona,n,773
4050,straccio,n,773
4051,scopa,n,772
4052,circolazione,n,772
4053,cospirazione,n,772
4054,armatura,n,772
4055,mascherare,v,772
4056,affrettare,v,772
4057,stranamente,adv,771
4058,marea,n,771
4059,interruttore,n,771
4060,molestare,v,771
4061,pedinare,v,771
4062,musical,n,770
4063,jazz,n,769
4064,permanente,adj,768
4065,serbatoio,n,768
4066,orecchino,n,768
4067,testardo,adj,767
4068,ambizione,n,767
4069,imitare,v,767
4070,sballare,v,767
4071,attrazione,n,766
4072,particella,n,766
4073,grammo,n,766
4074,uccisione,n,766
4075,schizzo,n,766
4076,palloncino,n,766
4077,marciare,v,766
4078,cosiddetto,adj,766
4079,coordinare,v,766
4080,innanzitutto,adv,765
4081,cantiere,n,765
4082,interruzione,n,765
4083,profeta,n,765
4084,asino,n,765
4085,lotto,n,765
4086,contaminare,v,765
4087,bestiame,n,764
4088,corea,n,763
4089,or,adv,763
4090,griglia,n,763
4091,vicinanza,n,763
4092,irrilevante,adj,763
4093,bandito,n,763
4094,trafficante,n,763
4095,guarigione,n,762
4096,vapore,n,762
4097,protesta,n,762
4098,tendenza,n,762
4099,compatibile,adj,762
4100,torto,n,762
4101,rassicurare,v,762
4102,sufficienza,n,761
4103,aggressore,n,761
4104,disarmare,v,761
4105,dote,n,761
4106,indire,v,761
4107,navigare,v,760
4108,altamente,adv,759
4109,federazione,n,759
4110,rituale,n,758
4111,art,n,758
4112,ostacolare,v,758
4113,senato,n,757
4114,sacca,n,757
4115,cucchiaio,n,757
4116,risonanza,n,756
4117,concentrazione,n,756
4118,significativo,adj,755
4119,dinosauro,n,755
4120,apprendere,v,754
4121,abusare,v,754
4122,monitor,n,753
4123,meta,n,753
4124,definizione,n,753
4125,pettegolezzo,n,753
4126,onnipotente,adj,752
4127,inciampare,v,752
4128,schizzare,v,752
4129,rispedire,v,752
4130,pullman,n,751
4131,corrispondenza,n,751
4132,libreria,n,751
4133,grana,n,751
4134,barare,v,751
4135,indirizzare,v,751
4136,ancorare,v,751
4137,eccetera,n,750
4138,vigilia,n,750
4139,umile,adj,750
4140,forbice,n,750
4141,intuire,v,750
4142,concreto,adj,750
4143,grandezza,n,749
4144,crociera,n,749
4145,checca,n,749
4146,attentato,n,748
4147,intervistare,v,748
4148,metropolitana,n,747
4149,marca,n,747
4150,aborto,n,747
4151,contributo,n,747
4152,anomalia,n,747
4153,suicida,adj,746
4154,residenza,n,746
4155,masturbare,v,746
4156,raramente,adv,745
4157,postare,v,745
4158,cosciente,adj,744
4159,stufare,v,744
4160,scappata,n,744
4161,universitario,adj,744
4162,seta,n,743
4163,manutenzione,n,743
4164,scovare,v,743
4165,riporto,n,742
4166,torace,n,742
4167,ascia,n,742
4168,rientro,n,742
4169,ammiratore,n,742
4170,oriente,n,741
4171,altare,n,741
4172,barra,n,741
4173,prescrivere,v,741
4174,tenebra,n,740
4175,pannello,n,740
4176,diplomatico,adj,740
4177,mais,n,739
4178,legalmente,adv,739
4179,riparazione,n,739
4180,elettorale,adj,738
4181,pila,n,738
4182,urina,n,738
4183,stabilizzare,v,738
4184,devastare,v,737
4185,nazista,n,736
4186,tequila,n,736
4187,fontana,n,736
4188,tentazione,n,736
4189,svolta,n,735
4190,stima,n,735
4191,luigi,n,735
4192,materasso,n,735
4193,abile,adj,735
4194,pubblicitario,adj,735
4195,color,n,734
4196,telegiornale,n,734
4197,complicazione,n,734
4198,sfiorare,v,734
4199,spinta,n,733
4200,attualmente,adv,733
4201,convinzione,n,733
4202,bada,n,732
4203,bontà,n,732
4204,dessert,n,732
4205,duello,n,732
4206,dado,n,732
4207,bacchetta,n,732
4208,deporre,v,730
4209,bombardare,v,730
4210,brandy,n,729
4211,sgradevole,adj,729
4212,scout,adj,728
4213,lena,n,728
4214,febbraio,n,728
4215,menu,n,728
4216,morfina,n,728
4217,rana,n,728
4218,stregone,n,728
4219,condotta,n,727
4220,emozionante,adj,727
4221,ammissione,n,727
4222,carota,n,727
4223,ispezione,n,726
4224,virtù,n,725
4225,mutuo,n,724
4226,buffone,n,724
4227,trascurare,v,724
4228,sedici,adj,723
4229,damigella,n,723
4230,gorilla,n,722
4231,inaspettato,adj,722
4232,asiatico,adj,722
4233,profumare,v,722
4234,veste,n,721
4235,nano,adj,721
4236,atomico,adj,721
4237,dorato,adj,721
4238,intitolare,v,720
4239,imbarcare,v,720
4240,preparazione,n,719
4241,equipaggiamento,n,719
4242,zecca,n,719
4243,uragano,n,719
4244,aziendale,adj,719
4245,ciglio,n,719
4246,processare,v,719
4247,falsificare,v,719
4248,figliare,v,719
4249,perquisizione,n,718
4250,asciutto,adj,718
4251,secondario,adj,718
4252,vincente,adj,717
4253,barbone,n,717
4254,disperdere,v,717
4255,benda,n,717
4256,celia,n,716
4257,depositare,v,716
4258,software,n,715
4259,ricognizione,n,715
4260,caratteristica,n,715
4261,peccatore,n,715
4262,separazione,n,714
4263,fatale,adj,714
4264,vocale,adj,714
4265,ambizioso,adj,714
4266,coincidere,v,714
4267,uva,n,713
4268,stupratore,n,713
4269,pepe,n,712
4270,cera,n,712
4271,fondazione,n,712
4272,adrenalina,n,712
4273,timore,n,712
4274,componente,n,712
4275,sponsor,n,711
4276,pellicola,n,710
4277,pianto,n,710
4278,gravemente,adv,709
4279,enigma,n,709
4280,metafora,n,709
4281,scoiattolo,n,709
4282,rapitore,n,709
4283,scalare,v,709
4284,nuoto,n,708
4285,consistere,v,708
4286,scheletro,n,708
4287,invertire,v,708
4288,verbale,n,707
4289,rivivere,v,707
4290,conciare,v,707
4291,feria,n,706
4292,defunto,adj,706
4293,bordello,n,706
4294,infetto,adj,706
4295,somministrare,v,706
4296,sommo,adj,706
4297,assaggio,n,705
4298,distrazione,n,705
4299,deviare,v,705
4300,accecare,v,705
4301,riporre,v,705
4302,sessione,n,704
4303,previsione,n,704
4304,risentire,v,704
4305,teppista,n,703
4306,lite,n,702
4307,letteratura,n,702
4308,deprimente,adj,702
4309,aspirina,n,702
4310,terroristico,adj,702
4311,scontrare,v,702
4312,surf,n,701
4313,reporter,n,701
4314,sciare,v,701
4315,gomito,n,700
4316,ingrassare,v,700
4317,disprezzare,v,700
4318,radar,n,699
4319,cardinale,n,699
4320,seminario,n,699
4321,impaziente,adj,699
4322,matematico,adj,699
4323,vigilato,adj,698
4324,percentuale,n,698
4325,plancia,n,698
4326,comprensibile,adj,698
4327,profezia,n,698
4328,scatto,n,698
4329,pungere,v,698
4330,pacifico,n,697
4331,terrorismo,n,697
4332,puzzolente,adj,697
4333,motivazione,n,697
4334,rimorso,n,696
4335,premuroso,adj,696
4336,apparenza,n,696
4337,clandestino,adj,696
4338,risposare,v,696
4339,inchiostro,n,695
4340,architetto,n,695
4341,miro,adj,695
4342,oxford,n,694
4343,ironia,n,694
4344,vizio,n,694
4345,acquisire,v,694
4346,aspirare,v,694
4347,paramedico,n,693
4348,sotterraneo,adj,693
4349,maltrattare,v,693
4350,immobile,adj,692
4351,crollo,n,692
4352,lodare,v,692
4353,remoto,adj,692
4354,rotolare,v,692
4355,server,n,691
4356,competenza,n,691
4357,ripassare,v,691
4358,rivoltare,v,691
4359,cagna,n,690
4360,mollo,adj,690
4361,ideare,v,690
4362,posizionare,v,690
4363,organismo,n,689
4364,cespuglio,n,689
4365,water,n,688
4366,steroide,n,688
4367,impiego,n,688
4368,mattone,n,688
4369,piombo,n,687
4370,matricola,n,687
4371,picnic,n,686
4372,tranquillamente,adv,686
4373,domicilio,n,686
4374,conquista,n,686
4375,squisito,adj,686
4376,sabotare,v,686
4377,disfare,v,686
4378,feccia,n,685
4379,acuto,adj,685
4380,sequestrare,v,685
4381,compiacere,v,685
4382,ricompensare,v,685
4383,squadrare,v,685
4384,legna,n,684
4385,romano,n,684
4386,puntuale,adj,683
4387,separato,adj,683
4388,volantino,n,683
4389,assalire,v,683
4390,balletto,n,682
4391,carogna,n,682
4392,glorioso,adj,682
4393,indifeso,adj,682
4394,informatore,adj,681
4395,disperatamente,adv,681
4396,stretta,n,681
4397,pugile,n,681
4398,inquilino,n,681
4399,puzzo,n,680
4400,giudiziario,adj,680
4401,protestare,v,680
4402,ribellare,v,680
4403,mantello,n,679
4404,battaglione,n,679
4405,rito,n,679
4406,rinfrescare,v,679
4407,benessere,n,678
4408,lunghezza,n,678
4409,margherita,n,678
4410,pupazzo,n,678
4411,inappropriato,adj,678
4412,citazione,n,678
4413,macchiare,v,678
4414,archiviare,v,678
4415,indebolire,v,678
4416,mini,adj,677
4417,psicologia,n,677
4418,evacuazione,n,677
4419,provincia,n,677
4420,zingaro,n,677
4421,imprigionare,v,677
4422,clima,n,676
4423,sigillo,n,676
4424,spettatore,n,676
4425,scintilla,n,676
4426,bonus,n,675
4427,atrio,n,675
4428,sfondo,n,675
4429,arachide,n,675
4430,prevenire,v,675
4431,esclusivo,adj,675
4432,bacino,n,674
4433,livido,n,674
4434,sonda,n,674
4435,capolavoro,n,674
4436,visibile,adj,674
4437,frustrare,v,674
4438,frugare,v,674
4439,bacon,n,673
4440,cancelliere,n,673
4441,immigrazione,n,673
4442,parrucchiere,n,673
4443,meschino,adj,673
4444,sbucare,v,673
4445,illudere,v,673
4446,cava,n,672
4447,secchio,n,672
4448,camino,n,672
4449,scenario,n,672
4450,prenotazione,n,672
4451,realistico,adj,672
4452,accarezzare,v,672
4453,gioventù,n,671
4454,quarantena,n,671
4455,confidenza,n,671
4456,identificazione,n,670
4457,anteriore,adj,670
4458,distributore,n,669
4459,compenso,n,669
4460,molestia,n,669
4461,toast,n,668
4462,pancake,n,668
4463,aggeggio,n,668
4464,sconoscere,v,668
4465,cocco,n,667
4466,portello,n,667
4467,frego,n,667
4468,ironico,adj,666
4469,sopraffare,v,666
4470,strappo,n,665
4471,malgrado,adv,665
4472,collegio,n,665
4473,caserma,n,665
4474,tattica,n,665
4475,figurato,adj,665
4476,sballo,n,664
4477,correttamente,adv,664
4478,manzo,n,664
4479,orgasmo,n,664
4480,interferenza,n,664
4481,infestare,v,663
4482,invocare,v,663
4483,rio,n,662
4484,audio,n,662
4485,analista,n,662
4486,aragosta,n,662
4487,investitore,n,661
4488,spogliatoio,n,661
4489,velenoso,adj,661
4490,cattura,n,660
4491,vicepresidente,n,660
4492,patrimonio,n,660
4493,violino,n,660
4494,satellitare,adj,660
4495,piuma,n,660
4496,gattino,n,660
4497,costantemente,adv,659
4498,vulcano,n,659
4499,distendere,v,659
4500,dorare,v,658
4501,dante,n,657
4502,concorrente,n,657
4503,integrità,n,656
4504,discrezione,n,656
4505,vagabondo,n,656
4506,addominale,adj,656
4507,congratularsi,v,656
4508,rimproverare,v,656
4509,signoria,n,655
4510,capanno,n,655
4511,viscido,adj,655
4512,rinnovare,v,655
4513,superficiale,adj,654
4514,imbroglione,n,654
4515,avvistare,v,654
4516,relativo,adj,654
4517,viola,adj,653
4518,epidemia,n,653
4519,pelliccia,n,653
4520,tela,n,653
4521,bidone,n,653
4522,talvolta,adv,652
4523,muto,adj,652
4524,vitamina,n,652
4525,fabbricare,v,652
4526,imboscata,n,651
4527,ricatto,n,651
4528,quotidiano,adj,651
4529,canadese,adj,650
4530,corsia,n,649
4531,tappo,n,649
4532,fondatore,n,649
4533,protettivo,adj,649
4534,riprodurre,v,649
4535,boxe,n,648
4536,esibizione,n,648
4537,feroce,adj,648
4538,pentagono,n,647
4539,lamentela,n,647
4540,panna,n,646
4541,artificio,n,646
4542,marmellata,n,646
4543,mazzo,n,646
4544,finanza,n,646
4545,slegare,v,646
4546,saldare,v,645
4547,sospirare,v,645
4548,intrufolare,v,645
4549,mascalzone,n,644
4550,grassone,n,644
4551,fondamento,n,644
4552,ramo,n,643
4553,tornado,n,643
4554,contemporaneamente,adv,643
4555,gestione,n,642
4556,chirurgico,adj,642
4557,visuale,n,641
4558,bussola,n,641
4559,tromba,n,641
4560,dilettante,n,641
4561,mulo,n,641
4562,rasoio,n,640
4563,immaginario,adj,640
4564,avido,adj,640
4565,allerta,n,639
4566,vaccino,n,639
4567,fattura,n,639
4568,umido,adj,639
4569,valgo,adj,639
4570,idraulico,adj,638
4571,granata,n,638
4572,bagnato,adj,638
4573,orchestra,n,637
4574,spaccio,n,637
4575,assolvere,v,637
4576,stamani,adv,636
4577,biliardo,n,636
4578,audace,adj,636
4579,combattente,n,636
4580,scossa,n,635
4581,parata,n,635
4582,montgomery,n,635
4583,continente,n,635
4584,margine,n,635
4585,setacciare,v,635
4586,giardiniera,n,634
4587,millimetro,n,634
4588,pipistrello,n,634
4589,squillare,v,634
4590,recinto,n,633
4591,credibile,adj,633
4592,medicinale,n,632
4593,opportuno,adj,632
4594,reciproco,adj,632
4595,riscuotere,v,632
4596,gelatina,n,631
4597,selezione,n,631
4598,capodanno,n,630
4599,precedenza,n,630
4600,sella,n,630
4601,formidabile,adj,630
4602,complotto,n,630
4603,pentola,n,630
4604,proiezione,n,630
4605,turco,adj,629
4606,comunale,adj,629
4607,anteprima,n,629
4608,rottame,n,629
4609,ingrandire,v,629
4610,ranger,n,628
4611,canyon,n,628
4612,natalizio,adj,628
4613,jeep,n,627
4614,banchetto,n,627
4615,antidolorifico,n,627
4616,tonno,n,626
4617,altoparlante,n,626
4618,ricorrere,v,626
4619,restringere,v,626
4620,acchiappare,v,626
4621,menù,n,625
4622,cavalleria,n,625
4623,baule,n,625
4624,poveraccio,n,625
4625,barile,n,625
4626,baia,n,624
4627,diplomare,v,624
4628,impacchettare,v,624
4629,tuffare,v,624
4630,orfanotrofio,n,623
4631,intensivo,adj,623
4632,scansione,n,623
4633,desolare,v,623
4634,fax,n,622
4635,annuale,adj,622
4636,compratore,n,622
4637,filtro,n,622
4638,intestare,v,622
4639,riciclare,v,622
4640,durata,n,621
4641,simulazione,n,621
4642,crepa,n,621
4643,sovietico,n,621
4644,confiscare,v,621
4645,open,n,620
4646,normalità,n,620
4647,tasto,n,620
4648,modifica,n,620
4649,vibrazione,n,620
4650,ricambiare,v,620
4651,pasquale,adj,619
4652,midollo,n,619
4653,fedina,n,619
4654,fortezza,n,619
4655,squillo,n,619
4656,collocare,v,619
